　不要抬头/别往天上看/千万别抬头,magnet:?xt=urn:btih:df195993862953f7a871f9ec3d580c7a700c0520&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b8%8d%e8%a6%81%e6%8a%ac%e5%a4%b4.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　魔法满屋/奇幻魔法屋(港)/音乐的魔法,magnet:?xt=urn:btih:04c2d32bfc1d4cfe0ac72d0d42cf39fedb2fbca0&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%ad%94%e6%b3%95%e6%bb%a1%e5%b1%8b.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　黑客帝国：矩阵重启/22世纪杀人网络：复活次元(港)/骇客任务：复活(台)/骇客任务4/骇客帝国4/黑客帝国：复兴/黑客帝国4：矩阵重生,magnet:?xt=urn:btih:f7605cf76df47c88fa749bf8bde8fc04ea557647&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%bb%91%e5%ae%a2%e5%b8%9d%e5%9b%bd%ef%bc%9a%e7%9f%a9%e9%98%b5%e9%87%8d%e5%90%af.2021.HD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　新生化危机/恶灵古堡/恶灵古堡首部曲：拉昆市(台)/生化危机：欢迎来到浣熊市,magnet:?xt=urn:btih:fc55f61298f98785090b04fdee39376a56de93e9&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%96%b0%e7%94%9f%e5%8c%96%e5%8d%b1%e6%9c%ba.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　怪兽训练营/怪兽大战/打怪大乱斗(台)/无敌劲挞王(港),magnet:?xt=urn:btih:053a77ba343a8622f75019b6095dc1b61072efbf&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%80%aa%e5%85%bd%e8%ae%ad%e7%bb%83%e8%90%a5.2021.4K.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　Sacrifice/The  Sacrifice,magnet:?xt=urn:btih:6e8afec5e5ca3c34dfda86b8c8f3e7bb7a75372a&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%87%91%e5%88%9a%e5%b7%9d.2020.BD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　法兰西特派/法兰西派遣/法兰西特派周报(台)/法兰西诸事周报(港)/法国派遣/法式派遣,magnet:?xt=urn:btih:63d55363485276138fef0b15cb5c4b72e3947cbc&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b3%95%e5%85%b0%e8%a5%bf%e7%89%b9%e6%b4%be.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　天鹅挽歌/天鹅之歌/最后绝唱,magnet:?xt=urn:btih:b6398976c6c41fbeff554553c6db8ff45f0469ec&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%a9%e9%b9%85%e6%8c%bd%e6%ad%8c.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　母亲/机器人,magnet:?xt=urn:btih:3594336353964980fa87a6c9ae8a8e9985d9d418&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%af%8d%e4%ba%b2%e6%9c%ba%e5%99%a8%e4%ba%ba.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　天赐灵机/天兵阿荣(台)/失灵脑朋友(港),magnet:?xt=urn:btih:c9b3746c5ccdfed4bb9218d9f0e9bbe5c5c6228a&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%a9%e8%b5%90%e7%81%b5%e6%9c%ba.BD.1080P.%e5%9b%bd%e7%b2%a4%e8%8b%b1%e4%b8%89%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　平安夜/最后一个平安夜(台),magnet:?xt=urn:btih:5224fa02ca1925ae2efb3e9b252cb769e42fb65e&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b9%b3%e5%ae%89%e5%a4%9c.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　怪兽训练营/怪兽大战/打怪大乱斗(台)/无敌劲挞王(港),magnet:?xt=urn:btih:7a26e5292b6caa9ee5e0e6345afede649574214e&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%80%aa%e5%85%bd%e8%ae%ad%e7%bb%83%e8%90%a5.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　纽瓦克众圣/纽瓦克诸圣/黑道家族前传,magnet:?xt=urn:btih:e2913a9d6dca6f847f5bb1a1ac0735140b2dbf17&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%ba%bd%e7%93%a6%e5%85%8b%e4%bc%97%e5%9c%a3.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　蓝色海湾/蓝色港湾,magnet:?xt=urn:btih:c188dbcc3262373a98f182f1c8cfa599a80730e8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%93%9d%e8%89%b2%e6%b5%b7%e6%b9%be.2021.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　007：无暇赴死/007：没空去死(豆友译名)/007：生死交战(台)/007：生死有时(港)/007：间不容死/邦德25,magnet:?xt=urn:btih:0d43e0792909f256d5ac0a0a79fe1455a20e7022&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.007%ef%bc%9a%e6%97%a0%e6%9a%87%e8%b5%b4%e6%ad%bb.2021.BD.1080P.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
